zip,post_district,comment,region,town,lat,lng
1719,Brünisried,,FR,Brünisried,46.759019,7.278788
1719,Zumholz,,FR,Zumholz,46.7539659,7.292338
1720,Chésopelloz,,FR,Chésopelloz,46.8069899,7.0776978
1720,Corminboeuf,,FR,Corminboeuf,46.8111587,7.1058977
1721,Cormérod,,FR,Cormérod,46.8545533,7.0733277
1721,Cournillens,,FR,Cournillens,46.8648785,7.0916998
1721,Courtion,,FR,Courtion,46.8578403,7.0707897
1721,Misery,,FR,Misery,46.8527557,7.0670214
1721,Misery-Courtion,PO box only,FR,Misery-Courtion,46.8545533,7.0733277
1722,Bourguillon,,FR,Bourguillon,46.8000387,7.1768285
1722,Römerswil FR,,FR,Bourguillon,46.7947854,7.1897061
1723,Marly,,FR,Marly,46.7782221,7.1567605
1723,Marly 1,PO box only,FR,Marly 1,46.775556,7.162898
1723,Pierrafortscha,,FR,Pierrafortscha,46.7841959,7.1728007
1723,Villarsel-sur-Marly,,FR,Villarsel-sur-Marly,46.7600289,7.174121
1724,Bonnefontaine,,FR,Bonnefontaine,46.7310441,7.1818634
1724,Essert FR,,FR,Essert FR,46.733331,7.166666
1724,Ferpicloz,,FR,Ferpicloz,46.7477952,7.1646769
1724,Le Mouret,,FR,Le Mouret,46.7475846,7.1777862
1724,Montécu,,FR,Bonnefontaine,46.733333,7.200002
1724,Montévraz,,FR,Montévraz,46.7310441,7.1818634
1724,Oberried FR,,FR,Oberried FR,46.733333,7.183334
1724,Senèdes,,FR,Senèdes,46.7420481,7.1422971
1724,Zénauva,,FR,Zénauva,46.7352624,7.1817389
1725,Grangeneuve FR,,FR,Posieux,46.77007,7.1153
1725,Hauterive FR,,FR,Posieux,46.7610753,7.0960456
1725,Posieux,,FR,Posieux,46.7610753,7.0960456
1726,Farvagny,,FR,Farvagny,46.7210719,7.0648956
1726,Farvagny-le-Petit,,FR,Farvagny-le-Petit,46.7288715,7.0734191
1726,Grenilles,,FR,Grenilles,46.728602,7.0652466
1726,Posat,,FR,Posat,46.728602,7.0652466
1727,Corpataux,,FR,Corpataux-Magnedens,46.7419967,7.0961791
1727,Corpataux-Magnedens,,FR,Corpataux-Magnedens,46.7423637,7.0964131
1727,Magnedens,,FR,Magnedens,46.74275,7.08127
1728,Rossens FR,,FR,Rossens FR,46.7205552,7.1041753
1730,Ecuvillens,,FR,Ecuvillens,46.7573134,7.0723805
1731,Ependes FR,,FR,Ependes FR,46.7537683,7.1459803
1731,Sales (Sarine),,FR,Ependes FR,46.759421,7.153365
1732,Arconciel,,FR,Arconciel,46.7441914,7.1271172
1733,Treyvaux,,FR,Treyvaux,46.7272477,7.1373388
1734,Tentlingen,,FR,Tentlingen,46.7688786,7.1987844
1735,Eichholz,,FR,Giffers,46.74655,7.2375
1735,Giffers,,FR,Giffers,46.7615548,7.2100289
1736,St. Silvester,,FR,St. Silvester,46.7404313,7.220526
1737,Neuhaus FR,,FR,Plasselb,46.74533,7.25322
1737,Plasselb,,FR,Plasselb,46.7353048,7.2504665
1738,Ottenleue Bad,,BE,Sangernboden,46.7130043,7.3515388
1738,Sangernboden,,BE,Sangernboden,46.7130043,7.3515388
1738,Schwefelberg Bad,,BE,Sangernboden,46.7152671,7.4165155
1738,Selibühl,,BE,Sangernboden,46.7261407,7.441594
1740,Neyruz FR,,FR,Neyruz FR,46.7685914,7.0658652
1740,Nierlet-le-Toit,,FR,Neyruz FR,46.7602508,7.0508772
1741,Cottens FR,,FR,Cottens FR,46.7531574,7.032901
1742,Autigny,,FR,Autigny,46.7366852,7.0210704
1744,Chénens,,FR,Chénens,46.7409687,7.0015049
1745,Lentigny,,FR,Lentigny,46.75838,7.0036
1746,Prez-vers-Noréaz,,FR,Prez-vers-Noréaz,46.7851897,7.0135143
1747,Corserey,,FR,Corserey,46.77434,6.99234
1748,Torny-le-Grand,,FR,Torny-le-Grand,46.7707453,6.965778
1749,Middes,,FR,Middes,46.7689488,6.9489495
1749,Torny-le-Petit,,FR,Middes,46.7784337,6.9474803
1752,Cormanon,,FR,Villars-sur-Glâne,46.794375,7.1281871
1752,Villars-sur-Glâne,,FR,Villars-sur-Glâne,46.7931801,7.1237822
1752,Villars-sur-Glâne 1,PO box only,FR,Villars-sur-Glâne 1,46.79361,7.133239
1752,Villars-sur-Glâne 2 Les Dailles,PO box only,FR,Villars-sur-Glâne 2,46.794483,7.115406
1753,Matran,,FR,Matran,46.785386,7.0958855
1754,Avry-Centre FR,PO box only,FR,Avry-Centre FR,46.787746,7.078564
1754,Avry-sur-Matran,,FR,Avry-sur-Matran,46.7882048,7.0702972
1754,Corjolens,,FR,Corjolens,46.7857554,7.0451129
1754,Rosé,,FR,Rosé,46.7827051,7.0620041
1756,Lovens,,FR,Lovens,46.766671,7.016668
1756,Onnens FR,,FR,Onnens FR,46.77539,7.03874
1757,Noréaz,,FR,Noréaz,46.8036084,7.0269211
1757,Seedorf FR,,FR,Noréaz,46.79763,7.048
1762,Givisiez,,FR,Givisiez,46.8128615,7.1316578
1763,Granges-Paccot,,FR,Granges-Paccot,46.8222963,7.1509438
1772,Corsalettes,,FR,Grolley,46.8449667,7.0604118
1772,Grolley,,FR,Grolley,46.8328352,7.0671904
1772,Nierlet-les-Bois,,FR,Nierlet-les-Bois,46.8192712,7.0576638
1772,Ponthaux,,FR,Ponthaux,46.81518,7.04141
1773,Chandon,,FR,Chandon,46.83863,7.04681
1773,Léchelles,,FR,Léchelles,46.82891,7.01603
1773,Russy,,FR,Russy,46.8414963,7.001679
1774,Cousset,,FR,Cousset,46.81832,6.97728
1774,Montagny-les-Monts,,FR,Montagny-les-Monts,46.80835,6.98964
1775,Grandsivaz,,FR,Grandsivaz,46.7857213,6.9776814
1775,Mannens,,FR,Mannens,46.7937993,6.9689299
1776,Montagny-la-Ville,,FR,Montagny-la-Ville,46.8174635,6.9951169
1782,Autafond,,FR,Autafond,46.81359,7.07797
1782,Belfaux,,FR,Belfaux,46.8221516,7.1043531
1782,Cormagens,,FR,Cormagens,46.83461,7.135
1782,Cutterwil,,FR,Belfaux,46.838894,7.085003
1782,Formangueires,,FR,Formangueires,46.8269751,7.1161022
1782,La Corbaz,,FR,La Corbaz,46.838892,7.11472
1782,Lossy,,FR,Lossy,46.8332428,7.1029146
1783,Barberêche,,FR,Barberêche,46.8442449,7.135263
1783,Breilles,,FR,Pensier,46.8584106,7.1429572
1783,La Sonnaz,,FR,Pensier,46.8348457,7.1181479
1783,Pensier,,FR,Pensier,46.8441324,7.1353098
1784,Courtepin,,FR,Courtepin,46.8653104,7.1238213
1784,Esserts (Lac),,FR,Courtepin,46.8853653,7.0883427
1784,Wallenried,,FR,Wallenried,46.8735747,7.1157994
1785,Cressier FR,,FR,Cressier FR,46.8988241,7.1400445
1786,Bas-Vully,,FR,Sugiez,46.9690633,7.1135484
1786,Bellechasse,,FR,Sugiez,46.9743127,7.1334812
1786,Nant FR,,FR,Sugiez,46.9579573,7.1051547
1786,Sugiez,,FR,Sugiez,46.96186,7.11292
1787,Guévaux,,FR,Môtier (Vully),46.94345,7.06766
1787,Môtier (Vully),,FR,Môtier (Vully),46.94637,7.07746
1787,Mur (Vully) FR,,FR,Mur (Vully) FR,46.9441434,7.0620363
1787,Mur (Vully) VD,,VD,Mur (Vully) VD,46.9456629,7.05811
1788,Praz (Vully),,FR,Praz (Vully),46.95434,7.10007
1789,Haut-Vully,,FR,Lugnorre,46.9615932,7.0766525
1789,Lugnorre,,FR,Lugnorre,46.9497233,7.0740212
1791,Courtaman,,FR,Courtaman,46.87054,7.12896
1792,Cordast,,FR,Cordast,46.873892,7.151396
1792,Grossguschelmuth,,FR,Cordast,46.881618,7.1315132
1792,Guschelmuth,,FR,Guschelmuth,46.88056,7.13606
1792,Kleinguschelmuth,,FR,Cordast,46.88776,7.14631
1793,Jeuss,,FR,Jeuss,46.9039721,7.1625714
1794,Salvenach,,FR,Salvenach,46.9112996,7.1512083
1795,Courlevon,,FR,Courlevon,46.8911083,7.1117581
1795,Coussiberlé,,FR,Courlevon,46.8950349,7.1193211
1796,Courgevaux,,FR,Courgevaux,46.9036859,7.105955
1797,Münchenwiler,,BE,Münchenwiler,46.9119937,7.1260193
1800,Hauteville (Vevey),,VD,Vevey,46.4660142,6.8697757
1800,Nant VD,,VD,Vevey,46.252,7.11051
1800,Vevey,,VD,Vevey,46.4633279,6.8478524
1800,Vevey 1,PO box only,VD,Vevey 1,46.4582486,6.8451152
1801,Le Mont-Pèlerin,,VD,Le Mont-Pèlerin,46.4913813,6.8231156
1802,Corseaux,,VD,Corseaux,46.4705466,6.8281339
1803,Chardonne,,VD,Chardonne,46.475213,6.8106635
1804,Corsier-sur-Vevey,,VD,Corsier-sur-Vevey,46.4765082,6.849592
1805,Jongny,,VD,Jongny,46.4826453,6.8470796
1806,St-Légier-La Chiésaz,,VD,St-Légier-La Chiésaz,46.4717185,6.8767709
1807,Bains-de-l'Alliaz,,VD,Blonay,46.481039,6.927194
1807,Blonay,,VD,Blonay,46.4647104,6.8946536
1807,L'Alliaz,,VD,Blonay,46.4811987,6.9269923
1807,Lally,,VD,Blonay,46.4783314,6.9137667
1807,Les Chevalleyres,,VD,Blonay,46.4771074,6.8959938
1807,Les Pléiades,,VD,Blonay,46.4820932,6.909157
1808,Les Monts-de-Corsier,,VD,Les Monts-de-Corsier,46.500075,6.8796154
1808,Moille-Saulaz,,VD,Les Monts-de-Corsier,46.49898,6.88015
1809,Fenil-sur-Corsier,,VD,Fenil-sur-Corsier,46.4851869,6.8659956
1811,Vevey Services spéciaux,,VD,Vevey Services spéciaux,46.5227871,6.8987823
1814,Burier,,VD,La Tour-de-Peilz,46.4482568,6.87378
1814,La Tour-de-Peilz,,VD,La Tour-de-Peilz,46.4572118,6.8692664
1815,Baugy,,VD,Clarens,46.4478839,6.8919963
1815,Clarens,,VD,Clarens,46.4459922,6.8951698
1815,Planchamp,,VD,Clarens,46.451177,6.901003
1815,Tavel VD,,VD,Clarens,46.4452544,6.8966818
1816,Chailly-Montreux,,VD,Chailly-Montreux,46.4523672,6.8895582
1817,Brent,,VD,Brent,46.4579896,6.9023604
1817,Fontanivent,,VD,Brent,46.453163,6.9026473
1818,Montreux La Redoute,,VD,Montreux La Redoute,46.55445,7.37431
1820,Châtelard VD,,VD,Montreux,46.446779,6.901151
1820,Chillon,,VD,Montreux,46.4142131,6.9274924
1820,Grandchamp VD,,VD,Montreux,46.40942,6.93137
1820,Les Planches (Montreux),,VD,Montreux,46.4340252,6.9162837
1820,Mont-Fleuri,,VD,Montreux,46.4249977,6.9295494
1820,Montreux,,VD,Montreux,46.4276107,6.9594067
1820,Montreux 1,PO box only,VD,Montreux 1,46.4302178,6.9144824
1820,Montreux 2 Centre,PO box only,VD,Montreux 2,46.4302011,6.9110149
1820,Territet,,VD,Territet,46.4268939,6.9231307
1820,Territet-Veytaux,PO box only,VD,Territet-Veytaux,46.4276107,6.9594067
1820,Veytaux,,VD,Veytaux,46.4207102,6.9286409
1820,Veytaux-Chillon,,VD,Veytaux,46.4142131,6.9274924
1820,Vuarennes,,VD,Montreux,46.4409105,6.9108922
1822,Chernex,,VD,Chernex,46.4435172,6.9119886
1822,Sonzier,,VD,Chernex,46.438925,6.921644
1823,Glion,,VD,Glion,46.432164,6.9255565
1824,Caux,,VD,Caux,46.43245,6.9369
1824,Rochers-de-Naye,,VD,Caux,46.4318713,6.9783214
1832,Chamby,,VD,Chamby,46.4492037,6.9138696
1832,Cornaux VD,,VD,Chamby,46.4581638,6.9092781
1832,Villard-sur-Chamby,,VD,Villard-sur-Chamby,46.47132,6.92896
1833,Jor,,VD,Les Avants,46.4561631,6.9632312
1833,Les Avants,,VD,Les Avants,46.4533014,6.9429046
1844,Villeneuve VD,,VD,Villeneuve VD,46.4101057,6.9694423
1845,Crebelley,,VD,Noville,46.3654083,6.9016667
1845,Noville,,VD,Noville,46.3805953,6.8993425
1846,Chessel,,VD,Chessel,46.3494222,6.8943585
1847,Rennaz,,VD,Rennaz,46.3760844,6.9183892
1852,Roche VD,,VD,Roche VD,46.3603257,6.9315046
1853,Versvey,,VD,Yvorne,46.3400647,6.9397322
1853,Yvorne,,VD,Yvorne,46.3296831,6.9440762
1854,Leysin,,VD,Leysin,46.3435634,7.012033
1856,Corbeyrier,,VD,Corbeyrier,46.3491052,6.9598484
1860,Aigle,,VD,Aigle,46.3188191,6.9642605
1860,Fontanney,,VD,Aigle,46.318316,6.982311
1862,La Comballaz,,VD,La Comballaz,46.3760723,7.0770025
1862,Les Mosses,,VD,Les Mosses,46.3951913,7.1021116
1862,Les Voëttes,,VD,La Comballaz,46.36356,7.0946187
1863,Cergnat,,VD,Le Sépey,46.35535,7.0379
1863,Le Sépey,,VD,Le Sépey,46.4059504,7.0371763
1864,Le Rosex,,VD,Vers-l'Eglise,46.356099,7.1073564
1864,Les Aviolats,,VD,Vers-l'Eglise,46.3531902,7.1128141
1864,Vers-l'Eglise,,VD,Vers-l'Eglise,46.3579469,7.1112497
1865,Col-du-Pillon,,VD,Les Diablerets,46.3536307,7.2055691
1865,Les Bovets,,VD,Les Diablerets,46.358312,7.1382753
1865,Les Diablerets,,VD,Les Diablerets,46.3513941,7.1581795
1865,Ormont-Dessus,,VD,Les Diablerets,46.3391111,7.1810904
1866,Exergillod,,VD,La Forclaz VD,46.3369456,7.0394722
1866,La Forclaz VD,,VD,La Forclaz VD,46.35087,7.06704
1866,Ormont-Dessous,,VD,La Forclaz VD,46.3403627,7.083944
1867,Antagnes,,VD,Ollon VD,46.2764056,7.013246
1867,Auliens,,VD,Ollon VD,46.2851064,7.0262999
1867,Glutières,,VD,Ollon VD,46.293378,6.9865719
1867,Ollon VD,,VD,Ollon VD,46.293378,6.9865719
1867,Panex,,VD,Panex,46.3111971,7.0132935
1867,Plambuit,,VD,Panex,46.3245139,7.0291983
1867,Salaz,,VD,Ollon VD,46.2719949,7.0081777
1867,St-Triphon,,VD,St-Triphon,46.293378,6.9865719
1867,Villy VD,,VD,Ollon VD,46.28315,6.99669
1868,Collombey,,VS,Collombey,46.2632655,6.9279002
1868,Les Neyres,,VS,Collombey,46.2530938,6.9344407
1869,Massongex,,VS,Massongex,46.2383468,6.9816298
1870,Monthey,,VS,Monthey,46.2524201,6.9480418
1870,Monthey 1,PO box only,VS,Monthey 1,46.2653093,6.9678389
1870,Monthey 2 Ville,PO box only,VS,Monthey 2,46.2535936,6.9469904
1871,Choëx,,VS,Choëx,46.2327819,6.9546382
1871,Les Giettes,,VS,Les Giettes,46.2327819,6.9546382
1872,Chemex,,VS,Troistorrents,46.2472441,6.9299202
1872,Troistorrents,,VS,Troistorrents,46.2260306,6.9074741
1873,Champoussin,,VS,Champoussin,46.20794,6.86361
1873,Les Crosets,,VS,Les Crosets,46.1851259,6.8367313
1873,Val-d'Illiez,,VS,Val-d'Illiez,46.2044076,6.8927592
1874,Champéry,,VS,Champéry,46.1816543,6.8747591
1874,Planachaux,,VS,Champéry,46.17599,6.83
1875,Morgins,,VS,Morgins,46.23624,6.8532
1880,Bex,,VD,Bex,46.2499149,7.0671861
1880,Chiètres-sur-Bex,,VD,Bex,46.2499149,7.0671861
1880,Fenalet-sur-Bex,,VD,Fenalet-sur-Bex,46.2499149,7.0671861
1880,Frenières-sur-Bex,,VD,Frenières-sur-Bex,46.2613182,7.0713756
1880,Le Bévieux,,VD,Bex,46.2499149,7.0671861
1880,Le Chêne-sur-Bex,,VD,Bex,46.2499149,7.0671861
1880,Les Dévens,,VD,Bex,46.2499149,7.0671861
1880,Les Plans-sur-Bex,,VD,Les Plans-sur-Bex,46.2552406,7.0902498
1880,Les Posses-sur-Bex,,VD,Les Posses-sur-Bex,46.2706591,7.047788
1882,Anzeinda,,VD,Gryon,46.2778331,7.0675893
1882,Gryon,,VD,Gryon,46.2778331,7.0675893
1882,La Barboleusaz,,VD,Gryon,46.2829483,7.0703989
1882,Solalex,,VD,Gryon,46.2891231,7.1375696
1884,Arveyes,,VD,Arveyes,46.29093,7.06219
1884,Huémoz,,VD,Huémoz,46.29125,7.02515
1884,Villars-sur-Ollon,,VD,Villars-sur-Ollon,46.29854,7.05527
1885,Chesières,,VD,Chesières,46.30084,7.04284
1890,Dailly,,VS,St-Maurice,46.5949974,6.9345184
1890,Epinassey,,VS,St-Maurice,46.196956,7.0099085
1890,Mex VS,,VS,Mex VS,46.1853731,6.9998605
1890,Savatan,,VS,St-Maurice,46.2094552,7.0188957
1890,St-Maurice,,VS,St-Maurice,46.214941,7.0047948
1891,Daviaz,,VS,Vérossaz,46.2248462,6.9805213
1891,Vérossaz,,VS,Vérossaz,46.2112877,6.9875012
1892,Lavey-les-Bains,,VD,Lavey-les-Bains,46.20526,7.01694
1892,Lavey-Village,,VD,Lavey-Village,46.2134138,7.0353294
1892,Morcles,,VD,Morcles,46.20894,7.03656
1893,Illarsaz,,VS,Muraz (Collombey),46.31156,6.92776
1893,Muraz (Collombey),,VS,Muraz (Collombey),46.2788503,6.9289648
1895,Vionnaz,,VS,Vionnaz,46.3039303,6.8921899
1896,Miex,,VS,Miex,46.3382466,6.8661436
1896,Taney,,VS,Miex,46.3452467,6.8308493
1896,Vouvry,,VS,Vouvry,46.3363829,6.8910112
1897,Bouveret,,VS,Bouveret,46.3852842,6.8530962
1897,Les Evouettes,,VS,Les Evouettes,46.3625001,6.877044
1898,St-Gingolph,,VS,St-Gingolph,46.3669852,6.8047727
1899,Revereulaz,,VS,Torgon,46.314923,6.8773989
1899,Torgon,,VS,Torgon,46.3152154,6.8789422
1902,Evionnaz,,VS,Evionnaz,46.1782231,7.0223787
1902,La Balmaz,,VS,Evionnaz,46.1571744,7.0298849
1902,La Rasse VS,,VS,Evionnaz,46.1830442,7.0141071
1903,Collonges,,VS,Collonges,46.169781,7.033227
1904,Miéville,,VS,Vernayaz,46.1479234,7.0292572
1904,Vernayaz,,VS,Vernayaz,46.1439455,7.0324058
1905,Allesse,,VS,Dorénaz,46.15009,7.05333
1905,Champex-d'Allesse,,VS,Dorénaz,46.14926,7.062413
1905,Dorénaz,,VS,Dorénaz,46.1490948,7.0424098
1906,Charrat,,VS,Charrat,46.12287,7.13284
1906,Les Chênes,,VS,Charrat,46.12287,7.13284
1906,Vison,,VS,Charrat,46.125139,7.139844
1907,Mayens-de-Saxon,,VS,Saxon,46.15665,7.22371
1907,Sapinhaut,,VS,Saxon,46.1348348,7.1711843
1907,Saxon,,VS,Saxon,46.1513081,7.1788401
1907,Tovassière,,VS,Saxon,46.1430012,7.1869945
1908,Ecône,,VS,Riddes,46.1561249,7.2071441
1908,Riddes,,VS,Riddes,46.1680074,7.2236958
1911,Mayens-de-Chamoson,,VS,Mayens-de-Chamoson,46.2044904,7.1894464
1911,Ovronnaz,,VS,Ovronnaz,46.2064301,7.1477019
1912,Dugny (Leytron),,VS,Dugny (Leytron),46.18882,7.18141
1912,Leytron,,VS,Leytron,46.188345,7.2059911
1912,Montagnon (Leytron),,VS,Montagnon (Leytron),46.1896062,7.1927052
1912,Produit (Leytron),,VS,Produit (Leytron),46.18647,7.19339
1913,Saillon,,VS,Saillon,46.1707092,7.1858418
1914,Auddes-sur-Riddes (Isérables),,VS,Auddes-sur-Riddes,46.1462456,7.2638736
1914,Isérables,,VS,Isérables,46.1625122,7.2444663
1918,La Tzoumaz,,VS,La Tzoumaz,46.1280642,7.2478157
1918,Villy VS,,VS,La Tzoumaz,46.15219,7.22699
1919,Martigny Groupe Mutuel,,VS,Martigny Groupe Mutuel,46.4667035,7.1955367
1920,Gueuroz,,VS,Martigny,46.1256072,7.0387988
1920,La Bâtiaz,,VS,Martigny,46.1083291,7.0673613
1920,La Forclaz (Trient),,VS,Martigny,46.0576594,7.0000254
1920,Martigny,,VS,Martigny,46.1049798,7.0755334
1920,Martigny 1,PO box only,VS,Martigny 1,46.1192272,7.0685304
1920,Martigny 2 Bourg,PO box only,VS,Martigny 2,46.092234,7.064801
1921,La Caffe,,VS,Martigny-Croix,46.0664407,7.021268
1921,La Fontaine,,VS,Martigny-Croix,46.078975,7.0387112
1921,Le Brocard,,VS,Martigny-Croix,46.0772609,7.0515385
1921,Le Cergneux VS,,VS,Martigny-Croix,46.0767676,7.0347947
1921,Le Chanton,,VS,Martigny-Croix,46.0711369,7.0264766
1921,Le Fays,,VS,Martigny-Croix,46.0727857,7.02993
1921,Les Rappes,,VS,Martigny-Croix,46.08392,7.04936
1921,Martigny-Combe,,VS,Martigny-Croix,46.0593815,7.0427544
1921,Martigny-Croix,,VS,Martigny-Croix,46.0593815,7.0427544
1921,Plan-Cerisier,,VS,Martigny-Croix,46.0881598,7.051804
1922,Le Bioley,,VS,Salvan,46.1228623,7.0214982
1922,Les Granges (Salvan),,VS,Les Granges (Salvan),46.1280094,7.0222076
1922,Salvan,,VS,Salvan,46.1434755,7.0010205
1922,Van-d'en-Bas,,VS,Salvan,46.1393851,7.0121591
1922,Van-d'en-Haut,,VS,Salvan,46.1289964,7.020767
1923,La Creusaz,,VS,Les Marécottes,46.1182658,6.9929948
1923,Le Trétien,,VS,Le Trétien,46.1017439,6.998432
1923,Les Marécottes,,VS,Les Marécottes,46.1124993,7.0090893
1925,Finhaut,,VS,Finhaut,46.08337,6.97688
1925,Giétroz,,VS,Finhaut,46.06318,6.9541
1925,Le Châtelard VS,,VS,Le Châtelard VS,46.05768,6.9567
1926,Branson,,VS,Fully,46.129978,7.0924946
1926,Châtaignier,,VS,Fully,46.1458173,7.1258714
1926,Chiboz,,VS,Fully,46.1660314,7.1386924
1926,Fully,,VS,Fully,46.1385386,7.1181106
1926,Mazembroz,,VS,Fully,46.1517213,7.1385021
1926,Saxé,,VS,Fully,46.1493895,7.1310025
1927,Chemin,,VS,Chemin,46.0901689,7.0976746
1927,Chemin-Dessous,,VS,Chemin,46.0919761,7.08019
1927,Chemin-Dessus,,VS,Chemin,46.0905521,7.0827871
1928,Ravoire,,VS,Ravoire,46.09966,7.04573
1928,Sommet-des-Vignes,,VS,Ravoire,46.1006062,7.0574644
1929,Les Jeurs,,VS,Trient,46.063125,6.969382
1929,Trient,,VS,Trient,46.0556748,6.996041
1932,Bovernier,,VS,Bovernier,46.0804756,7.0872989
1932,Le Borgeaud,,VS,Bovernier,46.0719784,7.0659123
1932,Les Valettes (Bovernier),,VS,Les Valettes (Bovernier),46.07723,7.0757
1933,Chamoille (Sembrancher),,VS,Chamoille (Sembrancher),46.0676278,7.1413738
1933,La Garde (Sembrancher),,VS,La Garde (Sembrancher),46.06489,7.14742
1933,Sembrancher,,VS,Sembrancher,46.076873,7.1549025
1933,Vens (Sembrancher),,VS,Vens (Sembrancher),46.0676278,7.1413738
1934,Bagnes,,VS,Le Châble VS,46.0684717,7.2041829
1934,Bruson (Le Châble),,VS,Bruson,46.0684717,7.2041829
1934,Le Châble VS,,VS,Le Châble VS,46.0684717,7.2041829
1934,Le Sapey,,VS,Le Châble VS,46.0721918,7.2157031
1934,Mayens-de-Bruson,,VS,Le Châble VS,46.0687117,7.2046807
1936,Médières,,VS,Verbier,46.099732,7.2406074
1936,Verbier,,VS,Verbier,46.099732,7.2406074
1937,Chez-les-Addy,,VS,Orsières,46.0400421,7.1540632
1937,Chez-les-Giroud,,VS,Orsières,46.0377366,7.1567669
1937,Chez-les-Reuses,,VS,Orsières,46.0343493,7.1353763
1937,Commeire,,VS,Orsières,46.0237,7.16609
1937,Issert,,VS,Orsières,46.00251,7.12574
1937,La Douay,,VS,Orsières,46.0529209,7.1494656
1937,La Rosière,,VS,Orsières,46.0335552,7.1498782
1937,Le Bioley,,VS,Orsières,46.0305223,7.1364292
1937,Maligue,,VS,Orsières,46.0360494,7.1511177
1937,Orsières,,VS,Orsières,46.0335552,7.1498782
1937,Prassurny,,VS,Orsières,46.0220388,7.1286557
1937,Reppaz,,VS,Orsières,46.03014,7.15603
1937,Som-la-Proz,,VS,Orsières,46.01847,7.13145
1937,Soulalex,,VS,Orsières,46.0492424,7.1425571
1937,Verlonnaz,,VS,Orsières,46.04247,7.13919
1938,Champex-Lac,,VS,Champex-Lac,46.0363505,7.105141
1941,Cries (Vollèges),,VS,Cries (Vollèges),46.0913459,7.1769378
1941,Etiez,,VS,Vollèges,46.0817253,7.1601398
1941,Vollèges,,VS,Vollèges,46.085101,7.1685235
1942,Levron,,VS,Levron,46.09897,7.16415
1943,La Seiloz,,VS,Praz-de-Fort,45.9498521,7.1047423
1943,Les Arlaches,,VS,Praz-de-Fort,45.9951011,7.1277772
1943,Praz-de-Fort,,VS,Praz-de-Fort,45.98977,7.12526
1943,Saleinaz,,VS,Praz-de-Fort,45.98214,7.11974
1944,Branche,,VS,La Fouly VS,45.9632157,7.1120934
1944,La Fouly VS,,VS,La Fouly VS,45.933198,7.0986502
1944,Prayon,,VS,La Fouly VS,45.956,7.10757
1945,Chandonne (Liddes),,VS,Chandonne (Liddes),46.0041882,7.1805406
1945,Chez Petit (Liddes),,VS,Chez Petit (Liddes),45.9874103,7.17813
1945,Dranse (Liddes),,VS,Dranse (Liddes),45.9891,7.18128
1945,Fontaine Dessous (Liddes),,VS,Fontaine Dessous (Liddes),46.0100494,7.1681732
1945,Fontaine Dessus (Liddes),,VS,Fontaine Dessus (Liddes),46.0055872,7.1736472
1945,Fornex (Liddes),,VS,Fornex (Liddes),46.0088552,7.1634655
1945,Les Moulins VS (Liddes),,VS,Les Moulins VS (Liddes),45.9741968,7.1803742
1945,Liddes,,VS,Liddes,45.9919529,7.1858196
1945,Palasuit (Liddes),,VS,Palasuit (Liddes),45.9823874,7.1925849
1945,Petit Vichères (Liddes),,VS,Petit Vichères (Liddes),45.9936935,7.1667818
1945,Rive Haute (Liddes),,VS,Rive Haute (Liddes),46.007,7.16989
1945,Vichères (Liddes),,VS,Vichères (Liddes),45.9966472,7.1665665
1946,Bourg-St-Bernard,,VS,Bourg-St-Pierre,45.89924,7.19563
1946,Bourg-St-Pierre,,VS,Bourg-St-Pierre,45.9491399,7.2085376
1946,Grand-St-Bernard,,VS,Bourg-St-Pierre,45.924681,7.2020692
1947,Champsec,,VS,Champsec,46.0568687,7.243475
1947,Le Martinet,,VS,Versegères,46.0694847,7.2250295
1947,Versegères,,VS,Versegères,46.0656,7.23412
1948,Fionnay,,VS,Fionnay,46.03286,7.3077
1948,Lourtier,,VS,Lourtier,46.04917,7.26561
1948,Sarreyer,,VS,Sarreyer,46.0628147,7.2496124
1950,La Sionne,,VS,Sion,46.2330748,7.3576213
1950,Maragnénaz,,VS,Sion,46.2270208,7.3533351
1950,Molignon,,VS,Sion,46.2504531,7.3921368
1950,Montorge,,VS,Sion,46.2333112,7.3369766
1950,Sion,,VS,Sion,46.2270208,7.3533351
1950,Sion 2 Nord,PO box only,VS,Sion 2,46.2354621,7.359705
1950,Sion 4 Champsec,PO box only,VS,Sion 4,46.2276601,7.3736421
1951,Sion 1 Cases,PO box only,VS,Sion,46.2435256,7.3820734
1953,Sion RZ,,VS,Sion RZ,46.222706,7.339478
1955,Chamoson,,VS,Chamoson,46.1963809,7.2308982
1955,Grugnay (Chamoson),,VS,Grugnay (Chamoson),46.20768,7.21623
1955,Les Vérines (Chamoson),,VS,Les Vérines (Chamoson),46.21171,7.20349
1955,Némiaz (Chamoson),,VS,Némiaz (Chamoson),46.21153,7.22402
1955,St-Pierre-de-Clages,,VS,St-Pierre-de-Clages,46.1963809,7.2308982
1957,Ardon,,VS,Ardon,46.2097412,7.2572286
1958,St-Léonard,,VS,St-Léonard,46.25347,7.41833
1958,Uvrier,,VS,Uvrier,46.2532603,7.4169069
1961,Vernamiège,,VS,Vernamiège,46.2112408,7.4317261
1962,Châtroz,,VS,Pont-de-la-Morge (Sion),46.2318069,7.3168084
1962,Pont-de-la-Morge (Sion),,VS,Pont-de-la-Morge (Sion),46.2317459,7.3172586
